language,link
gu,https://gu.wikipedia.org/wiki/%E0%AA%9A%E0%AA%82%E0%AA%AC%E0%AA%B2_%E0%AA%A8%E0%AA%A6%E0%AB%80
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%AE%E0%A5%8D%E0%A4%AC%E0%A4%B2_%E0%A4%A8%E0%A4%A6%E0%A5%80
kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B2%82%E0%B2%AC%E0%B2%B2%E0%B3%8D_%E0%B2%A8%E0%B2%A6%E0%B2%BF
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%82%E0%B4%AC%E0%B5%BD_%E0%B4%A8%E0%B4%A6%E0%B4%BF
mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A4%82%E0%A4%AC%E0%A4%B3_%E0%A4%A8%E0%A4%A6%E0%A5%80
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%AE%E0%AF%8D%E0%AE%AA%E0%AE%B2%E0%AF%8D_%E0%AE%86%E0%AE%B1%E0%AF%81
as,https://as.wikipedia.org/wiki/%E0%A6%9A%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A7%80%E0%A6%97%E0%A6%A1%E0%A6%BC
bn,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A7%80%E0%A6%97%E0%A6%A1%E0%A6%BC
gu,https://gu.wikipedia.org/wiki/%E0%AA%9A%E0%AA%82%E0%AA%A1%E0%AB%80%E0%AA%97%E0%AA%A2
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%A3%E0%A5%8D%E0%A4%A1%E0%A5%80%E0%A4%97%E0%A4%A2%E0%A4%BC
kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B2%82%E0%B2%A1%E0%B3%80%E0%B2%97%E0%B2%A1
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%A3%E0%B5%8D%E0%B4%A1%E0%B5%80%E0%B4%97%E0%B4%A2%E0%B5%8D
mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A4%82%E0%A4%A6%E0%A4%BF%E0%A4%97%E0%A4%A2
or,https://or.wikipedia.org/wiki/%E0%AC%9A%E0%AC%A3%E0%AD%8D%E0%AC%A1%E0%AD%80%E0%AC%97%E0%AC%A1%E0%AC%BC
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%BF%E0%AE%95%E0%AE%B0%E0%AF%8D
as,https://as.wikipedia.org/wiki/%E0%A6%9A%E0%A7%87%E0%A6%A8%E0%A6%BE%E0%A6%AC_%E0%A6%A8%E0%A6%A6%E0%A7%80
bn,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%A8%E0%A7%8D%E0%A6%A6%E0%A7%8D%E0%A6%B0%E0%A6%AD%E0%A6%BE%E0%A6%97%E0%A6%BE_%E0%A6%A8%E0%A6%A6%E0%A7%80
gu,https://gu.wikipedia.org/wiki/%E0%AA%9A%E0%AB%87%E0%AA%A8%E0%AA%BE%E0%AA%AC_%E0%AA%A8%E0%AA%A6%E0%AB%80
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%AC_%E0%A4%A8%E0%A4%A6%E0%A5%80
kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B3%80%E0%B2%A8%E0%B2%BE%E0%B2%AC%E0%B3%8D
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%BF%E0%B4%A8%E0%B4%BE%E0%B4%AC%E0%B5%8D_%E0%B4%A8%E0%B4%A6%E0%B4%BF
mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%A8%E0%A4%BE%E0%A4%AC_%E0%A4%A8%E0%A4%A6%E0%A5%80
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%86%E0%AE%A9%E0%AE%BE%E0%AE%AA%E0%AF%8D_%E0%AE%86%E0%AE%B1%E0%AF%81
as,https://as.wikipedia.org/wiki/%E0%A6%9A%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE%E0%A6%87
bn,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A7%87%E0%A6%A8%E0%A7%8D%E0%A6%A8%E0%A6%BE%E0%A6%87
gu,https://gu.wikipedia.org/wiki/%E0%AA%9A%E0%AB%87%E0%AA%A8%E0%AB%8D%E0%AA%A8%E0%AA%88
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%88
kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B3%86%E0%B2%A8%E0%B3%8D%E0%B2%A8%E0%B3%88
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%86%E0%B4%A8%E0%B5%8D%E0%B4%A8%E0%B5%88
mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%88
or,https://or.wikipedia.org/wiki/%E0%AC%9A%E0%AD%87%E0%AC%A8%E0%AD%8D%E0%AC%A8%E0%AC%BE%E0%AC%87
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%86%E0%AE%A9%E0%AF%8D%E0%AE%A9%E0%AF%88
as,https://as.wikipedia.org/wiki/%E0%A6%9B%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A7%80%E0%A6%B8%E0%A6%97%E0%A6%A2%E0%A6%BC
bn,https://bn.wikipedia.org/wiki/%E0%A6%9B%E0%A6%A4%E0%A7%8D%E0%A6%A4%E0%A6%BF%E0%A6%B6%E0%A6%97%E0%A6%A1%E0%A6%BC
gu,https://gu.wikipedia.org/wiki/%E0%AA%9B%E0%AA%A4%E0%AB%8D%E0%AA%A4%E0%AB%80%E0%AA%B8%E0%AA%97%E0%AA%A2
hi,https://hi.wikipedia.org/wiki/%E0%A4%9B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%B8%E0%A4%97%E0%A4%A2%E0%A4%BC
kn,https://kn.wikipedia.org/wiki/%E0%B2%9B%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B3%80%E0%B2%B8%E0%B3%8D%E2%80%8C%E0%B2%98%E0%B2%A1%E0%B3%8D
ml,https://ml.wikipedia.org/wiki/%E0%B4%9B%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%80%E0%B4%B8%E0%B5%8D%E0%B4%97%E0%B4%A2%E0%B5%8D
mr,https://mr.wikipedia.org/wiki/%E0%A4%9B%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%B8%E0%A4%97%E0%A4%A2
or,https://or.wikipedia.org/wiki/%E0%AC%9B%E0%AC%A4%E0%AC%BF%E0%AC%B6%E0%AC%97%E0%AC%A1%E0%AC%BC
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%80%E0%AE%9A%E0%AF%81%E0%AE%95%E0%AE%B0%E0%AF%8D
bn,https://bn.wikipedia.org/wiki/%E0%A6%9B%E0%A7%8B%E0%A6%9F_%E0%A6%A8%E0%A6%BE%E0%A6%97%E0%A6%AA%E0%A7%81%E0%A6%B0_%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF
hi,https://hi.wikipedia.org/wiki/%E0%A4%9B%E0%A5%8B%E0%A4%9F%E0%A4%BE_%E0%A4%A8%E0%A4%BE%E0%A4%97%E0%A4%AA%E0%A5%81%E0%A4%B0_%E0%A4%AA%E0%A4%A0%E0%A4%BE%E0%A4%B0
kn,https://kn.wikipedia.org/wiki/%E0%B2%9B%E0%B3%8B%E0%B2%9F%E0%B2%BE_%E0%B2%A8%E0%B2%BE%E0%B2%97%E0%B2%AA%E0%B3%81%E0%B2%B0%E0%B3%8D_%E0%B2%AA%E0%B3%8D%E0%B2%B0%E0%B2%B8%E0%B3%8D%E0%B2%A5%E0%B2%AD%E0%B3%82%E0%B2%AE%E0%B2%BF
ml,https://ml.wikipedia.org/wiki/%E0%B4%9B%E0%B5%8B%E0%B4%9F%E0%B5%8D%E0%B4%9F%E0%B4%BE_%E0%B4%A8%E0%B4%BE%E0%B4%97%E0%B5%8D%E2%80%8C%E0%B4%AA%E0%B5%82%E0%B5%BC_%E0%B4%AA%E0%B5%80%E0%B4%A0%E0%B4%AD%E0%B5%82%E0%B4%AE%E0%B4%BF
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%8B%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AE%BE_%E0%AE%A8%E0%AE%BE%E0%AE%95%E0%AF%8D%E0%AE%AA%E0%AF%82%E0%AE%B0%E0%AF%8D_%E0%AE%AE%E0%AF%87%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%81%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AE%AE%E0%AF%8D
as,https://as.wikipedia.org/wiki/%E0%A6%9A%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%95%E0%A6%BE_%E0%A6%B9%E0%A7%8D%E0%A7%B0%E0%A6%A6
bn,https://bn.wikipedia.org/wiki/%E0%A6%9A%E0%A6%BF%E0%A6%B2%E0%A7%8D%E0%A6%95%E0%A6%BE_%E0%A6%B9%E0%A7%8D%E0%A6%B0%E0%A6%A6
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%95%E0%A4%BE_%E0%A4%9D%E0%A5%80%E0%A4%B2
kn,https://kn.wikipedia.org/wiki/%E0%B2%9A%E0%B2%BF%E0%B2%B2%E0%B3%8D%E0%B2%95_%E0%B2%B8%E0%B2%B0%E0%B3%8B%E0%B2%B5%E0%B2%B0
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B4%BF%E0%B5%BD%E0%B4%95%E0%B5%8D%E0%B4%95_%E0%B4%A4%E0%B4%9F%E0%B4%BE%E0%B4%95%E0%B4%82
mr,https://mr.wikipedia.org/wiki/%E0%A4%9A%E0%A4%BF%E0%A4%B2%E0%A5%8D%E0%A4%95%E0%A4%BE_%E0%A4%B8%E0%A4%B0%E0%A5%8B%E0%A4%B5%E0%A4%B0
or,https://or.wikipedia.org/wiki/%E0%AC%9A%E0%AC%BF%E0%AC%B2%E0%AC%BF%E0%AC%95%E0%AC%BE_%E0%AC%B9%E0%AD%8D%E0%AC%B0%E0%AC%A6
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AE%BF%E0%AE%B2%E0%AF%8D%E0%AE%95%E0%AE%BE_%E0%AE%8F%E0%AE%B0%E0%AE%BF
hi,https://hi.wikipedia.org/wiki/%E0%A4%9A%E0%A5%8B%E0%A4%B2%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%8B%E0%B4%B2%E0%B4%BF%E0%B4%B8%E0%B5%8D%E0%B4%A4%E0%B4%BE%E0%B5%BB_%E0%B4%AE%E0%B4%B0%E0%B5%81%E0%B4%AD%E0%B5%82%E0%B4%AE%E0%B4%BF
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%8B%E0%AE%B2%E0%AE%BF%E0%AE%B8%E0%AF%8D%E0%AE%A4%E0%AE%BE%E0%AE%A9%E0%AF%8D_%E0%AE%AA%E0%AE%BE%E0%AE%B2%E0%AF%88%E0%AE%B5%E0%AE%A9%E0%AE%AE%E0%AF%8D
bn,https://bn.wikipedia.org/wiki/%E0%A6%B8%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%AF%E0%A6%BC
hi,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%B9%E0%A4%95%E0%A4%BE%E0%A4%B0%E0%A5%80_%E0%A4%B8%E0%A4%AE%E0%A4%BF%E0%A4%A4%E0%A4%BF
ml,https://ml.wikipedia.org/wiki/%E0%B4%B8%E0%B4%B9%E0%B4%95%E0%B4%B0%E0%B4%A3%E0%B4%B8%E0%B4%82%E0%B4%98%E0%B4%82
ta,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AF%82%E0%AE%9F%E0%AF%8D%E0%AE%9F%E0%AF%81%E0%AE%B1%E0%AE%B5%E0%AF%81
as,https://as.wikipedia.org/wiki/%E0%A6%95%E0%A6%AF%E0%A6%BC%E0%A6%B2%E0%A6%BE
bn,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%AF%E0%A6%BC%E0%A6%B2%E0%A6%BE
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%AF%E0%A4%B2%E0%A4%BE
kn,https://kn.wikipedia.org/wiki/%E0%B2%95%E0%B2%B2%E0%B3%8D%E0%B2%B2%E0%B2%BF%E0%B2%A6%E0%B3%8D%E0%B2%A6%E0%B2%B2%E0%B3%81
ml,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%BD%E0%B4%95%E0%B5%8D%E0%B4%95%E0%B4%B0%E0%B4%BF
mr,https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%B3%E0%A4%B8%E0%A4%BE
ta,https://ta.wikipedia.org/wiki/%E0%AE%A8%E0%AE%BF%E0%AE%B2%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%B0%E0%AE%BF
bn,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%AA%E0%A6%95%E0%A7%82%E0%A6%B2
hi,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%97%E0%A4%B0%E0%A4%A4%E0%A4%9F
kn,https://kn.wikipedia.org/wiki/%E0%B2%95%E0%B2%B0%E0%B2%BE%E0%B2%B5%E0%B2%B3%E0%B2%BF
mr,https://mr.wikipedia.org/wiki/%E0%A4%B8%E0%A4%AE%E0%A5%81%E0%A4%A6%E0%A5%8D%E0%A4%B0%E0%A4%95%E0%A4%BF%E0%A4%A8%E0%A4%BE%E0%A4%B0%E0%A4%BE
ta,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AE%9F%E0%AE%B1%E0%AF%8D%E0%AE%95%E0%AE%B0%E0%AF%88_%E0%AE%B5%E0%AE%95%E0%AF%88%E0%AE%95%E0%AE%B3%E0%AF%8D
as,https://as.wikipedia.org/wiki/%E0%A6%95%E0%A6%AB%E0%A6%BF
bn,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%AB%E0%A6%BF
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%89%E0%A4%AB%E0%A4%BC%E0%A5%80
kn,https://kn.wikipedia.org/wiki/%E0%B2%95%E0%B2%BE%E0%B2%AB%E0%B2%BF
ml,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B4%BE%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%BF_(%E0%B4%AA%E0%B4%BE%E0%B4%A8%E0%B5%80%E0%B4%AF%E0%B4%82)
mr,https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A5%89%E0%A4%AB%E0%A5%80
ta,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AE%BE%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BF
bn,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A7%8B%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%9F%E0%A7%81%E0%A6%B0
gu,https://gu.wikipedia.org/wiki/%E0%AA%95%E0%AB%8B%E0%AA%87%E0%AA%AE%E0%AB%8D%E0%AA%AC%E0%AA%A4%E0%AB%81%E0%AA%B0
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%AF%E0%A4%82%E0%A4%AC%E0%A4%A4%E0%A5%82%E0%A4%B0
kn,https://kn.wikipedia.org/wiki/%E0%B2%95%E0%B3%8A%E0%B2%AF%E0%B2%82%E0%B2%AC%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B3%82%E0%B2%B0%E0%B3%81
ml,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%8B%E0%B4%AF%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%82%E0%B5%BC
mr,https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%87%E0%A4%82%E0%A4%AC%E0%A4%A4%E0%A5%82%E0%A4%B0
or,https://or.wikipedia.org/wiki/%E0%AC%95%E0%AD%8B%E0%AC%87%E0%AC%AE%E0%AD%8D%E0%AC%AC%E0%AC%BE%E0%AC%9F%E0%AD%8B%E0%AC%B0
ta,https://ta.wikipedia.org/wiki/%E0%AE%95%E0%AF%8B%E0%AE%AF%E0%AE%AE%E0%AF%8D%E0%AE%AA%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AF%82%E0%AE%B0%E0%AF%8D
as,https://as.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%AE
bn,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A6%BE%E0%A6%AE%E0%A6%BE
gu,https://gu.wikipedia.org/wiki/%E0%AA%A4%E0%AA%BE%E0%AA%82%E0%AA%AC%E0%AB%81%E0%AA%82
hi,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A4%BE%E0%A4%AE%E0%A5%8D%E0%A4%B0
kn,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B2%BE%E0%B2%AE%E0%B3%8D%E0%B2%B0
ml,https://ml.wikipedia.org/wiki/%E0%B4%9A%E0%B5%86%E0%B4%AE%E0%B5%8D%E0%B4%AA%E0%B5%8D
mr,https://mr.wikipedia.org/wiki/%E0%A4%A4%E0%A4%BE%E0%A4%82%E0%A4%AC%E0%A5%87
or,https://or.wikipedia.org/wiki/%E0%AC%A4%E0%AC%AE%E0%AD%8D%E0%AC%AC%E0%AC%BE
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%86%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81
bn,https://bn.wikipedia.org/wiki/%E0%A6%95%E0%A6%B0%E0%A6%AE%E0%A6%A3%E0%A7%8D%E0%A6%A1%E0%A6%B2_%E0%A6%89%E0%A6%AA%E0%A6%95%E0%A7%82%E0%A6%B2
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A4%82%E0%A4%A1%E0%A4%B2_%E0%A4%A4%E0%A4%9F
ml,https://ml.wikipedia.org/wiki/%E0%B4%95%E0%B5%8A%E0%B4%B1%E0%B4%AE%E0%B4%BE%E0%B4%A3%E0%B5%8D%E0%B4%9F%E0%B5%BD_%E0%B4%A4%E0%B5%80%E0%B4%B0%E0%B4%82
mr,https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%AE%E0%A4%82%E0%A4%A1%E0%A4%B2
ta,https://ta.wikipedia.org/wiki/%E0%AE%9A%E0%AF%8B%E0%AE%B4_%E0%AE%AE%E0%AE%A3%E0%AF%8D%E0%AE%9F%E0%AE%B2%E0%AE%95%E0%AF%8D_%E0%AE%95%E0%AE%9F%E0%AE%B1%E0%AF%8D%E0%AE%95%E0%AE%B0%E0%AF%88
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A5%81%E0%A4%9F%E0%A5%80%E0%A4%B0_%E0%A4%89%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A5%8B%E0%A4%97
kn,https://kn.wikipedia.org/wiki/%E0%B2%97%E0%B3%81%E0%B2%A1%E0%B2%BF%E0%B2%B8%E0%B2%B2%E0%B3%81_%E0%B2%95%E0%B3%88%E0%B2%97%E0%B2%BE%E0%B2%B0%E0%B2%BF%E0%B2%95%E0%B3%86%E0%B2%97%E0%B2%B3%E0%B3%81
as,https://as.wikipedia.org/wiki/%E0%A6%95%E0%A6%AA%E0%A6%BE%E0%A6%B9
bn,https://bn.wikipedia.org/wiki/%E0%A6%A4%E0%A7%81%E0%A6%B2%E0%A6%BE
gu,https://gu.wikipedia.org/wiki/%E0%AA%95%E0%AA%AA%E0%AA%BE%E0%AA%B8
hi,https://hi.wikipedia.org/wiki/%E0%A4%95%E0%A4%AA%E0%A4%BE%E0%A4%B8
kn,https://kn.wikipedia.org/wiki/%E0%B2%B9%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B2%BF
ml,https://ml.wikipedia.org/wiki/%E0%B4%AA%E0%B4%B0%E0%B5%81%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF
mr,https://mr.wikipedia.org/wiki/%E0%A4%95%E0%A4%BE%E0%A4%AA%E0%A5%82%E0%A4%B8
or,https://or.wikipedia.org/wiki/%E0%AC%95%E0%AC%AA%E0%AC%BE
ta,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AE%B0%E0%AF%81%E0%AE%A4%E0%AF%8D%E0%AE%A4%E0%AE%BF
hi,https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%A6%E0%A4%B0%E0%A4%BE
mr,https://mr.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%A6%E0%A4%B0%E0%A4%BE
bn,https://bn.wikipedia.org/wiki/%E0%A6%A1%E0%A6%BE%E0%A6%B2
gu,https://gu.wikipedia.org/wiki/%E0%AA%A6%E0%AA%BE%E0%AA%B3
hi,https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%B2
kn,https://kn.wikipedia.org/wiki/%E0%B2%A4%E0%B3%8A%E0%B2%B5%E0%B3%8D%E0%B2%B5%E0%B3%86
mr,https://mr.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%B2
or,https://or.wikipedia.org/wiki/%E0%AC%A1%E0%AC%BE%E0%AC%B2%E0%AC%BF
ta,https://ta.wikipedia.org/wiki/%E0%AE%AA%E0%AE%B0%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AF%81
as,https://as.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BE%E0%A6%A6%E0%A7%B0%E0%A6%BE_%E0%A6%86%E0%A7%B0%E0%A7%81_%E0%A6%A8%E0%A6%97%E0%A7%B0_%E0%A6%B9%E0%A6%BE%E0%A6%AD%E0%A7%87%E0%A6%B2%E0%A7%80_%E0%A6%86%E0%A7%B0%E0%A7%81_%E0%A6%A6%E0%A6%AE%E0%A6%A8_%E0%A6%86%E0%A7%B0%E0%A7%81_%E0%A6%A6%E0%A6%BF%E0%A6%89
bn,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BE%E0%A6%A6%E0%A6%B0%E0%A6%BE_%E0%A6%93_%E0%A6%A8%E0%A6%97%E0%A6%B0_%E0%A6%B9%E0%A6%BE%E0%A6%AD%E0%A7%87%E0%A6%B2%E0%A6%BF_%E0%A6%8F%E0%A6%AC%E0%A6%82_%E0%A6%A6%E0%A6%AE%E0%A6%A8_%E0%A6%93_%E0%A6%A6%E0%A6%BF%E0%A6%89
gu,https://gu.wikipedia.org/wiki/%E0%AA%A6%E0%AA%BE%E0%AA%A6%E0%AA%B0%E0%AA%BE_%E0%AA%85%E0%AA%A8%E0%AB%87_%E0%AA%A8%E0%AA%97%E0%AA%B0_%E0%AA%B9%E0%AA%B5%E0%AB%87%E0%AA%B2%E0%AB%80_%E0%AA%85%E0%AA%A8%E0%AB%87_%E0%AA%A6%E0%AA%AE%E0%AA%A3_%E0%AA%85%E0%AA%A8%E0%AB%87_%E0%AA%A6%E0%AB%80%E0%AA%B5
hi,https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%A6%E0%A4%B0%E0%A4%BE_%E0%A4%94%E0%A4%B0_%E0%A4%A8%E0%A4%97%E0%A4%B0_%E0%A4%B9%E0%A4%B5%E0%A5%87%E0%A4%B2%E0%A5%80_%E0%A4%8F%E0%A4%B5%E0%A4%82_%E0%A4%A6%E0%A4%AE%E0%A4%A8_%E0%A4%94%E0%A4%B0_%E0%A4%A6%E0%A5%80%E0%A4%B5
kn,https://kn.wikipedia.org/wiki/%E0%B2%A6%E0%B2%BE%E0%B2%A6%E0%B3%8D%E0%B2%B0%E0%B2%BE_%E0%B2%AE%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B3%81_%E0%B2%A8%E0%B2%97%E0%B2%B0%E0%B3%8D_%E0%B2%B9%E0%B2%B5%E0%B3%87%E0%B2%B2%E0%B2%BF_%E0%B2%AE%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B3%81_%E0%B2%A6%E0%B2%AE%E0%B2%A8%E0%B3%8D_%E0%B2%AE%E0%B2%A4%E0%B3%8D%E0%B2%A4%E0%B3%81_%E0%B2%A6%E0%B2%BF%E0%B2%AF%E0%B3%81
ml,"https://ml.wikipedia.org/wiki/%E0%B4%A6%E0%B4%BE%E0%B4%A6%E0%B5%8D%E0%B4%B0_%E0%B4%A8%E0%B4%97%E0%B5%BC_%E0%B4%B9%E0%B4%B5%E0%B5%87%E0%B4%B2%E0%B4%BF,_%E0%B4%A6%E0%B4%BE%E0%B4%AE%E0%B5%BB_%E0%B4%A6%E0%B4%BF%E0%B4%AF%E0%B5%81"
mr,https://mr.wikipedia.org/wiki/%E0%A4%A6%E0%A4%BE%E0%A4%A6%E0%A4%B0%E0%A4%BE_%E0%A4%B5_%E0%A4%A8%E0%A4%97%E0%A4%B0_%E0%A4%B9%E0%A4%B5%E0%A5%87%E0%A4%B2%E0%A5%80_%E0%A4%86%E0%A4%A3%E0%A4%BF_%E0%A4%A6%E0%A4%AE%E0%A4%A3_%E0%A4%B5_%E0%A4%A6%E0%A5%80%E0%A4%B5
ta,https://ta.wikipedia.org/wiki/%E0%AE%A4%E0%AE%BE%E0%AE%A4%E0%AF%8D%E0%AE%B0%E0%AE%BE_%26_%E0%AE%A8%E0%AE%95%E0%AE%B0%E0%AF%8D_%E0%AE%B9%E0%AE%B5%E0%AF%87%E0%AE%B2%E0%AE%BF_%E0%AE%AE%E0%AE%B1%E0%AF%8D%E0%AE%B1%E0%AF%81%E0%AE%AE%E0%AF%8D_%E0%AE%A4%E0%AE%BE%E0%AE%AE%E0%AE%A9%E0%AF%8D_%26_%E0%AE%A4%E0%AE%BF%E0%AE%AF%E0%AF%82
bn,https://bn.wikipedia.org/wiki/%E0%A6%A6%E0%A6%BE%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A3%E0%A6%BE%E0%A6%A4%E0%A7%8D%E0%A6%AF_%E0%A6%AE%E0%A6%BE%E0%A6%B2%E0%A6%AD%E0%A7%82%E0%A6%AE%E0%A6%BF
hi,https://hi.wikipedia.org/wiki/%E0%A4%A6%E0%A4%95%E0%A5%8D%E0%A4%95%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%AA%E0%A4%A0%E0%A4%BE%E0%A4%B0
kn,https://kn.wikipedia.org/wiki/%E0%B2%A6%E0%B2%96%E0%B3%8D%E0%B2%96%E0%B2%A8%E0%B3%8D_%E0%B2%AA%E0%B3%80%E0%B2%A0%E0%B2%AD%E0%B3%82%E0%B2%AE%E0%B2%BF
